Load
Number of Bus,Name of Bus,Area Name of Load,Zone Name of Load,ID,Status,MW,Mvar,MVA,S MW,S Mvar,Dist Status,Dist MW Input,Dist Mvar Input
210315,CHILTON 1 1,North Central,1,1,Closed,5.6000,0.38,5.61,5.60,0.38,Closed,0.00,0.00
150175,CLEBURNE 5 1,North Central,1,2,Closed,5.6000,1.28,5.74,5.60,1.28,Closed,0.00,0.00
210230,WOODWAY 5 1,North Central,1,2,Closed,5.6000,3.39,6.55,5.60,3.39,Closed,0.00,0.00
140094,AUSTIN 27 2,South Central,1,2,Closed,5.6000,2.03,5.96,5.60,2.03,Closed,0.00,0.00
210196,AXTELL 2 2,North Central,1,1,Closed,5.6000,1.28,5.74,5.60,1.28,Closed,0.00,0.00
210160,HOLLAND 1 1,North Central,1,1,Closed,5.6000,1.73,5.86,5.60,1.73,Closed,0.00,0.00
210047,KEMPNER 2 1,West,1,1,Closed,5.6000,1.50,5.80,5.60,1.50,Closed,0.00,0.00
210004,IREDELL 3 1,North Central,1,1,Closed,5.6000,1.35,5.76,5.60,1.35,Closed,0.00,0.00
200150,LA FERIA 3 1,South,1,1,Closed,5.6000,1.13,5.71,5.60,1.13,Closed,0.00,0.00
130272,DALLAS 24 2,North Central,1,2,Closed,5.6000,3.16,6.43,5.60,3.16,Closed,0.00,0.00
110288,HITCHCOCK 1 1,Coast,1,1,Closed,5.6000,1.35,5.76,5.60,1.35,Closed,0.00,0.00
111016,BELLAIRE 40 1,Coast,1,2,Closed,5.6000,5.90,8.13,5.60,5.90,Closed,0.00,0.00
130226,DESOTO 12 1,North Central,1,1,Closed,5.6000,0.90,5.67,5.60,0.90,Closed,0.00,0.00
240018,MOUNTAIN HOME 4 1,West,1,1,Closed,5.6000,1.35,5.76,5.60,1.35,Closed,0.00,0.00
111007,BELLAIRE 35 2,Coast,1,2,Closed,5.6000,3.98,6.87,5.60,3.98,Closed,0.00,0.00
130170,MESQUITE 11 1,North Central,1,1,Closed,5.6000,1.95,5.93,5.60,1.95,Closed,0.00,0.00
170394,SUNNYVALE 5 1,North Central,1,1,Closed,5.6000,1.20,5.73,5.60,1.20,Closed,0.00,0.00
170325,GARLAND 14 1,North Central,1,1,Closed,5.6000,1.35,5.76,5.60,1.35,Closed,0.00,0.00
110256,KATY 53 1,Coast,1,1,Closed,5.6000,1.88,5.91,5.60,1.88,Closed,0.00,0.00
130046,DALLAS 1 1,North Central,1,2,Closed,5.6000,3.16,6.43,5.60,3.16,Closed,0.00,0.00
110249,KATY 46 1,Coast,1,1,Closed,5.6000,0.90,5.67,5.60,0.90,Closed,0.00,0.00
110248,KATY 45 1,Coast,1,1,Closed,5.6000,0.98,5.69,5.60,0.98,Closed,0.00,0.00
270021,COST 1 1,South Central,1,1,Closed,5.6000,1.95,5.93,5.60,1.95,Closed,0.00,0.00
260188,HUBBARD 2 1,North Central,1,1,Closed,5.6000,0.30,5.61,5.60,0.30,Closed,0.00,0.00
260170,ARLINGTON 14 2,North Central,1,2,Closed,5.6000,1.50,5.80,5.60,1.50,Closed,0.00,0.00
260003,BRANDON 1 1,North Central,1,1,Closed,5.6000,1.73,5.86,5.60,1.73,Closed,0.00,0.00
250308,NACOGDOCHES 7 1,East,1,2,Closed,5.6000,4.16,6.98,5.60,4.16,Closed,0.00,0.00
250266,WINFIELD 5 1,East,1,1,Closed,5.6000,0.98,5.69,5.60,0.98,Closed,0.00,0.00
250219,HAWKINS 3 1,East,1,1,Closed,5.6000,1.35,5.76,5.60,1.35,Closed,0.00,0.00
250209,HENDERSON 5 1,East,1,1,Closed,5.6000,0.75,5.65,5.60,0.75,Closed,0.00,0.00
110225,KATY 30 1,Coast,1,1,Closed,5.6000,0.15,5.60,5.60,0.15,Closed,0.00,0.00
250111,FAIRFIELD 2 1,East,1,1,Closed,5.6000,1.13,5.71,5.60,1.13,Closed,0.00,0.00
250054,POLLOK 2 1,East,1,1,Closed,5.6000,1.13,5.71,5.60,1.13,Closed,0.00,0.00
250010,BEN WHEELER 1 1,East,1,1,Closed,5.6000,0.83,5.66,5.60,0.83,Closed,0.00,0.00
250001,FRUITVALE 1 1,East,1,1,Closed,5.6000,1.58,5.82,5.60,1.58,Closed,0.00,0.00
150095,OLNEY 1 1,North Central,1,1,Closed,5.6000,1.65,5.84,5.60,1.65,Closed,0.00,0.00
150072,WEATHERFORD 2 1,North Central,1,1,Closed,5.6000,1.35,5.76,5.60,1.35,Closed,0.00,0.00
210132,WACO 4 1,North Central,1,2,Closed,5.5000,2.94,6.24,5.50,2.94,Closed,0.00,0.00
210046,KEMPNER 1 1,West,1,1,Closed,5.5000,1.80,5.79,5.50,1.80,Closed,0.00,0.00
250025,MURCHISON 2 1,East,1,1,Closed,5.5000,1.95,5.84,5.50,1.95,Closed,0.00,0.00
270111,SEGUIN 4 1,South Central,1,1,Closed,5.5000,1.95,5.84,5.50,1.95,Closed,0.00,0.00
190001,AMARILLO 1 1,North,1,2,Closed,5.5000,2.41,6.00,5.50,2.41,Closed,0.00,0.00
111015,KATY 85 2,Coast,1,2,Closed,5.5000,3.09,6.31,5.50,3.09,Closed,0.00,0.00
130202,LANCASTER 4 1,North Central,1,1,Closed,5.5000,1.73,5.77,5.50,1.73,Closed,0.00,0.00
110997,BELLAIRE 30 1,Coast,1,2,Closed,5.5000,2.49,6.04,5.50,2.49,Closed,0.00,0.00
170480,SHERMAN 4 2,North,1,2,Closed,5.5000,0.83,5.56,5.50,0.83,Closed,0.00,0.00
110485,CLUTE 1 2,Coast,1,2,Closed,5.5000,4.80,7.30,5.50,4.80,Closed,0.00,0.00
130081,MESQUITE 2 2,North Central,1,2,Closed,5.5000,2.49,6.04,5.50,2.49,Closed,0.00,0.00
110864,MONTGOMERY 4 1,Coast,1,1,Closed,5.5000,0.90,5.57,5.50,0.90,Closed,0.00,0.00
160110,ROCKPORT 1 1,South,1,1,Closed,5.5000,1.05,5.60,5.50,1.05,Closed,0.00,0.00
110402,MONT BELVIEU 3 1,Coast,1,1,Closed,5.5000,1.73,5.77,5.50,1.73,Closed,0.00,0.00
260054,GRAND PRAIRIE 16 1,North Central,1,2,Closed,5.5000,4.90,7.37,5.50,4.90,Closed,0.00,0.00
250184,ELKHART 4 1,East,1,1,Closed,5.5000,1.43,5.68,5.50,1.43,Closed,0.00,0.00
250060,LUFKIN 4 1,East,1,1,Closed,5.5000,0.98,5.59,5.50,0.98,Closed,0.00,0.00
240257,STERLING CITY 2 1,West,1,1,Closed,5.5000,1.13,5.61,5.50,1.13,Closed,0.00,0.00
240193,BROWNWOOD 4 1,North Central,1,1,Closed,5.5000,1.13,5.61,5.50,1.13,Closed,0.00,0.00
240165,BUFFALO GAP 4 1,West,1,1,Closed,5.5000,1.43,5.68,5.50,1.43,Closed,0.00,0.00
150155,AZLE 2 1,North Central,1,1,Closed,5.5000,1.35,5.66,5.50,1.35,Closed,0.00,0.00
240061,DYESS AFB 2 1,West,1,1,Closed,5.5000,1.95,5.84,5.50,1.95,Closed,0.00,0.00
110649,SUGAR LAND 41 1,Coast,1,1,Closed,5.4000,1.58,5.63,5.40,1.58,Closed,0.00,0.00
230127,CALDWELL 3 1,South Central,1,1,Closed,5.4000,1.73,5.67,5.40,1.73,Closed,0.00,0.00
230107,PLANTERSVILLE 5 1,East,1,1,Closed,5.4000,1.35,5.57,5.40,1.35,Closed,0.00,0.00
140298,HORSESHOE BAY 2 1,South Central,1,1,Closed,5.4000,0.15,5.40,5.40,0.15,Closed,0.00,0.00
230044,BRENHAM 4 1,South Central,1,1,Closed,5.4000,1.58,5.63,5.40,1.58,Closed,0.00,0.00
230042,BELLVILLE 2 1,Coast,1,1,Closed,5.4000,1.43,5.59,5.40,1.43,Closed,0.00,0.00
120034,DEVINE 2 1,South Central,1,1,Closed,5.4000,0.22,5.40,5.40,0.22,Closed,0.00,0.00
220064,FORSAN 2 1,Far West,1,1,Closed,5.4000,1.20,5.53,5.40,1.20,Closed,0.00,0.00
110616,SUGAR LAND 11 1,Coast,1,1,Closed,5.4000,1.65,5.65,5.40,1.65,Closed,0.00,0.00
210277,TEMPLE 5 3,North Central,1,2,Closed,5.4000,2.26,5.85,5.40,2.26,Closed,0.00,0.00
250068,DIBOLL 2 1,East,1,2,Closed,5.4000,4.90,7.29,5.40,4.90,Closed,0.00,0.00
210009,CLIFTON 1 1,North Central,1,1,Closed,5.4000,0.98,5.49,5.40,0.98,Closed,0.00,0.00
130312,RED OAK 3 1,North Central,1,2,Closed,5.4000,1.05,5.50,5.40,1.05,Closed,0.00,0.00
190097,AMARILLO 20 1,North,1,2,Closed,5.4000,2.56,5.98,5.40,2.56,Closed,0.00,0.00
130269,LANCASTER 31 1,North Central,1,2,Closed,5.4000,0.98,5.49,5.40,0.98,Closed,0.00,0.00
130234,DESOTO 18 1,North Central,1,1,Closed,5.4000,0.60,5.43,5.40,0.60,Closed,0.00,0.00
130199,GARLAND 5 1,North Central,1,1,Closed,5.4000,1.35,5.57,5.40,1.35,Closed,0.00,0.00
130198,MESQUITE 32 1,North Central,1,2,Closed,5.4000,0.22,5.40,5.40,0.22,Closed,0.00,0.00
130188,MESQUITE 27 1,North Central,1,1,Closed,5.4000,1.65,5.65,5.40,1.65,Closed,0.00,0.00
130172,MESQUITE 13 1,North Central,1,1,Closed,5.4000,1.50,5.60,5.40,1.50,Closed,0.00,0.00
170417,GARLAND 78 1,North Central,1,2,Closed,5.4000,1.95,5.74,5.40,1.95,Closed,0.00,0.00
170407,GARLAND 69 1,North Central,1,2,Closed,5.4000,0.83,5.46,5.40,0.83,Closed,0.00,0.00
130088,MESQUITE 6 1,North Central,1,2,Closed,5.4000,0.98,5.49,5.40,0.98,Closed,0.00,0.00
130063,GRAND PRAIRIE 1 1,North Central,1,2,Closed,5.4000,2.71,6.04,5.40,2.71,Closed,0.00,0.00
110245,KATY 42 1,Coast,1,1,Closed,5.4000,0.98,5.49,5.40,0.98,Closed,0.00,0.00
270092,LOCKHART 3 1,South Central,1,2,Closed,5.4000,2.56,5.98,5.40,2.56,Closed,0.00,0.00
160105,NURSERY 2 1,Coast,1,1,Closed,5.4000,1.88,5.72,5.40,1.88,Closed,0.00,0.00
110153,HOCKLEY 2 1,Coast,1,1,Closed,5.4000,1.95,5.74,5.40,1.95,Closed,0.00,0.00
250343,LUFKIN 15 1,East,1,2,Closed,5.4000,1.43,5.59,5.40,1.43,Closed,0.00,0.00
150189,JOSHUA 4 1,North Central,1,1,Closed,5.4000,1.35,5.57,5.40,1.35,Closed,0.00,0.00
250238,TYLER 15 1,East,1,1,Closed,5.4000,1.88,5.72,5.40,1.88,Closed,0.00,0.00
250213,WINONA 4 1,East,1,1,Closed,5.4000,1.58,5.63,5.40,1.58,Closed,0.00,0.00
240194,COLORADO CITY 3 1,West,1,1,Closed,5.4000,0.83,5.46,5.40,0.83,Closed,0.00,0.00
150107,HENRIETTA 1 1,North,1,2,Closed,5.4000,0.53,5.43,5.40,0.53,Closed,0.00,0.00
110215,KATY 23 1,Coast,1,1,Closed,5.4000,1.43,5.59,5.40,1.43,Closed,0.00,0.00
120111,PIPE CREEK 1 1,South Central,1,1,Closed,5.4000,1.65,5.65,5.40,1.65,Closed,0.00,0.00
230160,TEAGUE 2 1,East,1,1,Closed,5.3000,1.65,5.55,5.30,1.65,Closed,0.00,0.00
110647,STAFFORD 3 1,Coast,1,1,Closed,5.3000,0.38,5.31,5.30,0.38,Closed,0.00,0.00
230125,GAUSE 1 1,South Central,1,1,Closed,5.3000,1.88,5.62,5.30,1.88,Closed,0.00,0.00
230119,MILANO 1 1,South Central,1,1,Closed,5.3000,0.98,5.39,5.30,0.98,Closed,0.00,0.00
110208,CYPRESS 9 1,Coast,1,1,Closed,5.3000,0.75,5.35,5.30,0.75,Closed,0.00,0.00
270074,BLANCO 3 1,South Central,1,1,Closed,5.3000,1.13,5.42,5.30,1.13,Closed,0.00,0.00
110638,SUGAR LAND 31 1,Coast,1,1,Closed,5.3000,1.65,5.55,5.30,1.65,Closed,0.00,0.00
220108,MIDLAND 21 1,Far West,1,1,Closed,5.3000,1.73,5.58,5.30,1.73,Closed,0.00,0.00
111383,GALENA PARK 23 1,Coast,1,1,Closed,5.3000,2.64,5.92,5.30,2.64,Closed,0.00,0.00
140112,LEANDER 3 1,South Central,1,1,Closed,5.3000,1.80,5.60,5.30,1.80,Closed,0.00,0.00
210213,HEWITT 4 1,North Central,1,2,Closed,5.3000,1.80,5.60,5.30,1.80,Closed,0.00,0.00
210212,MC GREGOR 1 1,North Central,1,1,Closed,5.3000,1.50,5.51,5.30,1.50,Closed,0.00,0.00
110198,CYPRESS 4 1,Coast,1,1,Closed,5.3000,1.58,5.53,5.30,1.58,Closed,0.00,0.00
140068,AUSTIN 10 1,South Central,1,2,Closed,5.3000,2.11,5.70,5.30,2.11,Closed,0.00,0.00
210121,VALLEY SPRING 1 1,West,1,2,Closed,5.3000,1.35,5.47,5.30,1.35,Closed,0.00,0.00
111138,MANVEL 5 2,Coast,1,1,Closed,5.3000,1.73,5.58,5.30,1.73,Closed,0.00,0.00
111115,SOUTH HOUSTON 10 1,Coast,1,2,Closed,5.3000,0.60,5.33,5.30,0.60,Closed,0.00,0.00
210020,CLIFTON 3 1,North Central,1,1,Closed,5.3000,1.13,5.42,5.30,1.13,Closed,0.00,0.00
200108,OLMITO 7 1,South,1,1,Closed,5.3000,1.13,5.42,5.30,1.13,Closed,0.00,0.00
130316,RICE 3 1,North Central,1,2,Closed,5.3000,0.98,5.39,5.30,0.98,Closed,0.00,0.00
200068,SULLIVAN CITY 1 1,South,1,1,Closed,5.3000,0.90,5.38,5.30,0.90,Closed,0.00,0.00
110186,KATY 7 1,Coast,1,1,Closed,5.3000,0.83,5.36,5.30,0.83,Closed,0.00,0.00
190184,GROOM 3 2,North,1,1,Closed,5.3000,1.50,5.51,5.30,1.50,Closed,0.00,0.00
130277,DALLAS 29 1,North Central,1,2,Closed,5.3000,2.11,5.70,5.30,2.11,Closed,0.00,0.00
110184,KATY 5 1,Coast,1,1,Closed,5.3000,1.28,5.45,5.30,1.28,Closed,0.00,0.00
130242,DESOTO 25 1,North Central,1,1,Closed,5.3000,1.50,5.51,5.30,1.50,Closed,0.00,0.00
130216,LANCASTER 10 1,North Central,1,1,Closed,5.3000,0.83,5.36,5.30,0.83,Closed,0.00,0.00
110181,CYPRESS 1 1,Coast,1,1,Closed,5.3000,1.28,5.45,5.30,1.28,Closed,0.00,0.00
150092,MILLSAP 5 1,North Central,1,1,Closed,5.3000,0.90,5.38,5.30,0.90,Closed,0.00,0.00
170497,ROYSE CITY 5 1,North Central,1,1,Closed,5.3000,1.50,5.51,5.30,1.50,Closed,0.00,0.00
130161,CARROLLTON 6 2,North Central,1,2,Closed,5.3000,3.80,6.52,5.30,3.80,Closed,0.00,0.00
130125,IRVING 4 1,North Central,1,2,Closed,5.3000,1.50,5.51,5.30,1.50,Closed,0.00,0.00
130122,DALLAS 22 2,North Central,1,2,Closed,5.3000,1.20,5.43,5.30,1.20,Closed,0.00,0.00
170380,GARLAND 55 1,North Central,1,1,Closed,5.3000,1.80,5.60,5.30,1.80,Closed,0.00,0.00
170375,GARLAND 50 1,North Central,1,1,Closed,5.3000,1.73,5.58,5.30,1.73,Closed,0.00,0.00
130092,BALCH SPRINGS 7 1,North Central,1,2,Closed,5.3000,5.60,7.71,5.30,5.60,Closed,0.00,0.00
130060,DALLAS 9 1,North Central,1,2,Closed,5.3000,4.60,7.02,5.30,4.60,Closed,0.00,0.00
130033,TEHUACANA 2 1,North Central,1,1,Closed,5.3000,0.68,5.34,5.30,0.68,Closed,0.00,0.00
170103,ADDISON 15 2,North Central,1,2,Closed,5.3000,3.98,6.63,5.30,3.98,Closed,0.00,0.00
130018,ENNIS 2 1,North Central,1,1,Closed,5.3000,1.05,5.40,5.30,1.05,Closed,0.00,0.00
170043,SADLER 2 1,North,1,1,Closed,5.3000,1.58,5.53,5.30,1.58,Closed,0.00,0.00
170031,TERRELL 3 1,North Central,1,2,Closed,5.3000,3.61,6.41,5.30,3.61,Closed,0.00,0.00
170002,WHITESBORO 1 1,North,1,1,Closed,5.3000,1.65,5.55,5.30,1.65,Closed,0.00,0.00
120346,LA VERNIA 2 1,South Central,1,1,Closed,5.3000,0.90,5.38,5.30,0.90,Closed,0.00,0.00
160122,SEADRIFT 1 1,Coast,1,1,Closed,5.3000,1.65,5.55,5.30,1.65,Closed,0.00,0.00
270075,CUERO 3 1,South Central,1,1,Closed,5.3000,1.20,5.43,5.30,1.20,Closed,0.00,0.00
260136,MANSFIELD 9 1,North Central,1,1,Closed,5.3000,1.73,5.58,5.30,1.73,Closed,0.00,0.00
260099,COPPELL 7 1,North Central,1,3,Closed,5.3000,2.18,5.73,5.30,2.18,Closed,0.00,0.00
260012,MILFORD 1 1,North Central,1,1,Closed,5.3000,0.98,5.39,5.30,0.98,Closed,0.00,0.00
260008,MALONE 1 1,North Central,1,1,Closed,5.3000,1.20,5.43,5.30,1.20,Closed,0.00,0.00
250285,ALBA 4 1,East,1,1,Closed,5.3000,0.75,5.35,5.30,0.75,Closed,0.00,0.00
250258,JACKSONVILLE 4 2,East,1,2,Closed,5.3000,1.35,5.47,5.30,1.35,Closed,0.00,0.00
250149,BLOSSOM 1 1,North,1,1,Closed,5.3000,1.05,5.40,5.30,1.05,Closed,0.00,0.00
120191,KENEDY 1 1,South Central,1,1,Closed,5.3000,1.58,5.53,5.30,1.58,Closed,0.00,0.00
250130,HENDERSON 3 1,East,1,1,Closed,5.3000,0.60,5.33,5.30,0.60,Closed,0.00,0.00
250094,ALBA 2 1,East,1,1,Closed,5.3000,1.73,5.58,5.30,1.73,Closed,0.00,0.00
250048,DOUGLASS 1 1,East,1,1,Closed,5.3000,1.88,5.62,5.30,1.88,Closed,0.00,0.00
250043,ALTO 1 1,East,1,1,Closed,5.3000,1.05,5.40,5.30,1.05,Closed,0.00,0.00
120120,KERRVILLE 3 1,West,1,1,Closed,5.3000,0.75,5.35,5.30,0.75,Closed,0.00,0.00
150087,STEPHENVILLE 4 1,North Central,1,2,Closed,5.3000,1.28,5.45,5.30,1.28,Closed,0.00,0.00
110411,GALENA PARK 3 2,Coast,1,2,Closed,5.3000,4.60,7.02,5.30,4.60,Closed,0.00,0.00
120104,BANDERA 1 1,South Central,1,1,Closed,5.3000,1.58,5.53,5.30,1.58,Closed,0.00,0.00
110211,CYPRESS 10 1,Coast,1,1,Closed,5.3000,1.95,5.65,5.30,1.95,Closed,0.00,0.00
140299,SPICEWOOD 14 1,South Central,1,1,Closed,5.2000,1.88,5.53,5.20,1.88,Closed,0.00,0.00
230083,MIDWAY 1 1,East,1,1,Closed,5.2000,1.43,5.39,5.20,1.43,Closed,0.00,0.00
140271,GEORGETOWN 2 1,South Central,1,1,Closed,5.2000,1.13,5.32,5.20,1.13,Closed,0.00,0.00
120012,HARPER 1 1,West,1,1,Closed,5.2000,1.20,5.34,5.20,1.20,Closed,0.00,0.00
210138,LORENA 1 1,North Central,1,1,Closed,5.2000,1.80,5.50,5.20,1.80,Closed,0.00,0.00
200109,OLMITO 8 1,South,1,1,Closed,5.2000,0.98,5.29,5.20,0.98,Closed,0.00,0.00
200106,OLMITO 5 1,South,1,1,Closed,5.2000,1.28,5.36,5.20,1.28,Closed,0.00,0.00
200078,GRULLA 3 1,South,1,1,Closed,5.2000,0.90,5.28,5.20,0.90,Closed,0.00,0.00
130249,DESOTO 27 1,North Central,1,1,Closed,5.2000,1.50,5.41,5.20,1.50,Closed,0.00,0.00
130217,LANCASTER 11 1,North Central,1,1,Closed,5.2000,1.05,5.30,5.20,1.05,Closed,0.00,0.00
130205,LANCASTER 6 1,North Central,1,1,Closed,5.2000,1.88,5.53,5.20,1.88,Closed,0.00,0.00
110931,NEW WAVERLY 2 1,Coast,1,1,Closed,5.2000,1.58,5.43,5.20,1.58,Closed,0.00,0.00
160184,FULTON 3 1,South,1,1,Closed,5.2000,1.05,5.30,5.20,1.05,Closed,0.00,0.00
120308,HELOTES 11 1,South Central,1,1,Closed,5.2000,1.80,5.50,5.20,1.80,Closed,0.00,0.00
160017,AGUA DULCE 1 1,South,1,1,Closed,5.2000,1.65,5.46,5.20,1.65,Closed,0.00,0.00
110150,HOCKLEY 1 1,Coast,1,1,Closed,5.2000,1.58,5.43,5.20,1.58,Closed,0.00,0.00
150021,BRIDGEPORT 1 1,North Central,1,1,Closed,5.2000,1.80,5.50,5.20,1.80,Closed,0.00,0.00
250132,GALLATIN 3 1,East,1,1,Closed,5.2000,0.38,5.21,5.20,0.38,Closed,0.00,0.00
240203,SILVER 1 1,West,1,1,Closed,5.2000,1.88,5.53,5.20,1.88,Closed,0.00,0.00
150039,SPRINGTOWN 1 1,North Central,1,1,Closed,5.2000,1.58,5.43,5.20,1.58,Closed,0.00,0.00
230101,NORTH ZULCH 2 1,East,1,1,Closed,5.1000,1.35,5.28,5.10,1.35,Closed,0.00,0.00
140269,CEDAR PARK 24 1,South Central,1,1,Closed,5.1000,1.50,5.32,5.10,1.50,Closed,0.00,0.00
220039,BIG SPRING 2 1,Far West,1,1,Closed,5.1000,0.30,5.11,5.10,0.30,Closed,0.00,0.00
210262,LITTLE RIVER ACADEMY 3 1,North Central,1,1,Closed,5.1000,1.50,5.32,5.10,1.50,Closed,0.00,0.00
210220,CRAWFORD 3 1,North Central,1,1,Closed,5.1000,1.73,5.39,5.10,1.73,Closed,0.00,0.00
210139,AXTELL 1 1,North Central,1,1,Closed,5.1000,1.43,5.30,5.10,1.43,Closed,0.00,0.00
190141,DOUGHERTY 2 1,North,1,1,Closed,5.1000,0.60,5.14,5.10,0.60,Closed,0.00,0.00
180014,LAREDO 9 2,South,1,1,Closed,5.1000,1.65,5.36,5.10,1.65,Closed,0.00,0.00
110276,KATY 65 1,Coast,1,1,Closed,5.1000,1.05,5.21,5.10,1.05,Closed,0.00,0.00
120293,SPRING BRANCH 2 2,South Central,1,1,Closed,5.1000,0.60,5.14,5.10,0.60,Closed,0.00,0.00
150410,RAINBOW 3 1,North Central,1,1,Closed,5.1000,1.88,5.44,5.10,1.88,Closed,0.00,0.00
250227,TATUM 2 1,East,1,1,Closed,5.1000,1.88,5.44,5.10,1.88,Closed,0.00,0.00
120218,ELMENDORF 6 1,South Central,1,1,Closed,5.1000,0.90,5.18,5.10,0.90,Closed,0.00,0.00
250091,SCROGGINS 1 1,East,1,1,Closed,5.1000,1.58,5.34,5.10,1.58,Closed,0.00,0.00
110667,SUGAR LAND 48 1,Coast,1,1,Closed,5.1000,1.35,5.28,5.10,1.35,Closed,0.00,0.00
120109,COMFORT 3 1,South Central,1,1,Closed,5.1000,1.20,5.24,5.10,1.20,Closed,0.00,0.00
150069,GORDON 1 1,North Central,1,1,Closed,5.1000,1.65,5.36,5.10,1.65,Closed,0.00,0.00
110658,MISSOURI CITY 2 1,Coast,1,1,Closed,5.1000,0.38,5.11,5.10,0.38,Closed,0.00,0.00
150052,MILLSAP 1 1,North Central,1,1,Closed,5.1000,1.05,5.21,5.10,1.05,Closed,0.00,0.00
230132,BRYAN 1 1,East,1,1,Closed,5.0000,1.58,5.24,5.00,1.58,Closed,0.00,0.00
110643,SUGAR LAND 36 1,Coast,1,1,Closed,5.0000,1.50,5.22,5.00,1.50,Closed,0.00,0.00
230029,GLIDDEN 2 1,South Central,1,1,Closed,5.0000,0.60,5.04,5.00,0.60,Closed,0.00,0.00
230017,BRENHAM 2 1,South Central,1,1,Closed,5.0000,1.13,5.13,5.00,1.13,Closed,0.00,0.00
220071,BARSTOW 1 1,Far West,1,1,Closed,5.0000,1.28,5.16,5.00,1.28,Closed,0.00,0.00
140164,DEL VALLE 7 1,South Central,1,1,Closed,5.0000,0.22,5.00,5.00,0.22,Closed,0.00,0.00
120007,KNIPPA 2 1,West,1,1,Closed,5.0000,1.50,5.22,5.00,1.50,Closed,0.00,0.00
210316,ROSEBUD 2 1,North Central,1,1,Closed,5.0000,0.90,5.08,5.00,0.90,Closed,0.00,0.00
210178,FLORENCE 1 1,North Central,1,1,Closed,5.0000,1.28,5.16,5.00,1.28,Closed,0.00,0.00
210142,RIESEL 4 1,North Central,1,1,Closed,5.0000,0.53,5.03,5.00,0.53,Closed,0.00,0.00
210071,GUSTINE 1 1,North Central,1,1,Closed,5.0000,1.28,5.16,5.00,1.28,Closed,0.00,0.00
110308,SPLENDORA 5 1,Coast,1,1,Closed,5.0000,0.45,5.02,5.00,0.45,Closed,0.00,0.00
210030,BERTRAM 2 1,South Central,1,1,Closed,5.0000,0.83,5.07,5.00,0.83,Closed,0.00,0.00
130257,DESOTO 29 1,North Central,1,1,Closed,5.0000,1.13,5.13,5.00,1.13,Closed,0.00,0.00
130211,LANCASTER 9 1,North Central,1,1,Closed,5.0000,1.80,5.31,5.00,1.80,Closed,0.00,0.00
130191,MESQUITE 29 2,North Central,1,1,Closed,5.0000,1.28,5.16,5.00,1.28,Closed,0.00,0.00
170475,TRENTON 2 1,North,1,1,Closed,5.0000,0.90,5.08,5.00,0.90,Closed,0.00,0.00
170384,MESQUITE 36 1,North Central,1,1,Closed,5.0000,1.50,5.22,5.00,1.50,Closed,0.00,0.00
170377,GARLAND 52 1,North Central,1,1,Closed,5.0000,1.65,5.27,5.00,1.65,Closed,0.00,0.00
170355,ROWLETT 6 1,North Central,1,1,Closed,5.0000,1.65,5.27,5.00,1.65,Closed,0.00,0.00
170350,GARLAND 34 1,North Central,1,1,Closed,5.0000,1.80,5.31,5.00,1.80,Closed,0.00,0.00
170308,NEVADA 2 1,North Central,1,1,Closed,5.0000,0.75,5.06,5.00,0.75,Closed,0.00,0.00
110251,KATY 48 1,Coast,1,1,Closed,5.0000,1.05,5.11,5.00,1.05,Closed,0.00,0.00
170042,SADLER 1 1,North,1,1,Closed,5.0000,1.80,5.31,5.00,1.80,Closed,0.00,0.00
170015,COMMERCE 1 1,North Central,1,1,Closed,5.0000,0.68,5.05,5.00,0.68,Closed,0.00,0.00
110235,CYPRESS 18 1,Coast,1,1,Closed,5.0000,0.15,5.00,5.00,0.15,Closed,0.00,0.00
160019,CORPUS CHRISTI 1 1,South,1,1,Closed,5.0000,1.43,5.20,5.00,1.43,Closed,0.00,0.00
260002,WHITNEY 6 1,North Central,1,1,Closed,5.0000,1.58,5.24,5.00,1.58,Closed,0.00,0.00
250057,CHIRENO 1 1,East,1,1,Closed,5.0000,1.73,5.29,5.00,1.73,Closed,0.00,0.00
120159,FREDERICKSBURG 10 1,West,1,1,Closed,5.0000,1.43,5.20,5.00,1.43,Closed,0.00,0.00
240191,BANGS 3 1,North Central,1,1,Closed,5.0000,1.05,5.11,5.00,1.05,Closed,0.00,0.00
240107,GOULDBUSK 1 1,West,1,1,Closed,5.0000,1.80,5.31,5.00,1.80,Closed,0.00,0.00
270057,DALE 3 1,South Central,1,1,Closed,5.0000,0.53,5.03,5.00,0.53,Closed,0.00,0.00
230249,BUFFALO 5 1,East,1,1,Closed,5.0000,1.43,5.20,5.00,1.43,Closed,0.00,0.00
150012,GLEN ROSE 1 1,North Central,1,1,Closed,4.9000,1.35,5.08,4.90,1.35,Closed,0.00,0.00
110634,SUGAR LAND 28 1,Coast,1,1,Closed,4.9000,1.05,5.01,4.90,1.05,Closed,0.00,0.00
110155,WALLER 2 1,Coast,1,1,Closed,4.9000,1.73,5.20,4.90,1.73,Closed,0.00,0.00
210265,MOODY 4 1,North Central,1,1,Closed,4.9000,0.83,4.97,4.90,0.83,Closed,0.00,0.00
210201,CHINA SPRING 4 1,North Central,1,1,Closed,4.9000,0.83,4.97,4.90,0.83,Closed,0.00,0.00
170348,GARLAND 32 1,North Central,1,1,Closed,4.9000,1.13,5.03,4.90,1.13,Closed,0.00,0.00
